compra_id,id_fruta,cantidad,mes,region,ano
12,0,15,diciembre,1,9999
12,4,3,diciembre,1,9999
13,1,4,diciembre,1,9999
13,2,5,diciembre,1,9999
13,3,12,diciembre,1,9999
13,4,2,diciembre,1,9999
14,1,4,diciembre,1,9999
14,2,4,diciembre,1,9999
14,3,4,diciembre,1,9999
14,4,12,diciembre,1,9999
15,2,6,diciembre,1,9999
15,4,10,diciembre,1,9999
16,1,7,diciembre,1,9999
17,1,6,diciembre,1,9999
17,4,12,diciembre,1,9999
18,3,7,diciembre,1,9999
19,0,1,diciembre,1,9999
19,4,10,diciembre,1,9999
20,0,3,diciembre,1,9999
21,1,7,diciembre,1,9999
21,2,4,diciembre,1,9999
21,3,2,diciembre,1,9999
22,2,9,diciembre,1,9999
22,3,9,diciembre,1,9999
22,4,8,diciembre,1,9999
23,1,11,diciembre,1,9999
23,2,14,diciembre,1,9999
23,3,7,diciembre,1,9999
24,0,6,diciembre,1,9999
24,1,11,diciembre,1,9999
24,4,15,diciembre,1,9999
25,2,13,diciembre,1,9999
25,4,10,diciembre,1,9999
26,1,5,diciembre,1,9999
26,2,14,diciembre,1,9999
26,3,6,diciembre,1,9999
27,0,9,diciembre,1,9999
27,4,1,diciembre,1,9999
28,4,9,diciembre,1,9999
29,1,12,diciembre,1,9999
29,4,13,diciembre,1,9999
30,0,8,diciembre,1,9999
30,3,15,diciembre,1,9999
30,4,9,diciembre,1,9999
31,3,3,diciembre,1,9999
32,4,2,diciembre,1,9999
33,1,14,diciembre,1,9999
33,3,12,diciembre,1,9999
33,4,8,diciembre,1,9999
34,2,12,diciembre,1,9999
35,1,14,diciembre,1,9999
35,2,1,diciembre,1,9999
36,1,14,diciembre,1,9999
37,1,9,diciembre,1,9999
37,3,6,diciembre,1,9999
37,4,13,diciembre,1,9999
38,0,9,diciembre,1,9999
39,0,15,diciembre,1,9999
39,1,1,diciembre,1,9999
40,2,12,diciembre,1,9999
40,3,6,diciembre,1,9999
40,4,10,diciembre,1,9999
41,0,1,diciembre,1,9999
41,2,15,diciembre,1,9999
41,3,8,diciembre,1,9999
41,4,5,diciembre,1,9999
42,4,8,diciembre,1,9999
43,1,6,diciembre,1,9999
43,2,4,diciembre,1,9999
43,3,3,diciembre,1,9999
44,0,15,diciembre,1,9999
44,2,8,diciembre,1,9999
45,2,11,diciembre,1,9999
45,3,5,diciembre,1,9999
45,4,9,diciembre,1,9999
46,0,9,diciembre,1,9999
46,4,3,diciembre,1,9999
47,0,13,diciembre,1,9999
47,2,7,diciembre,1,9999
47,3,3,diciembre,1,9999
48,0,5,diciembre,1,9999
48,1,15,diciembre,1,9999
48,4,7,diciembre,1,9999
49,0,2,diciembre,1,9999
50,1,6,diciembre,1,9999
50,4,3,diciembre,1,9999
51,0,14,diciembre,1,9999
51,1,7,diciembre,1,9999
51,3,2,diciembre,1,9999
51,4,15,diciembre,1,9999
52,0,9,diciembre,1,9999
52,1,7,diciembre,1,9999
52,2,3,diciembre,1,9999
52,4,1,diciembre,1,9999
53,2,13,diciembre,1,9999
53,4,14,diciembre,1,9999
54,0,6,diciembre,1,9999
54,3,9,diciembre,1,9999
54,4,1,diciembre,1,9999
55,0,12,diciembre,1,9999
55,3,10,diciembre,1,9999
55,4,7,diciembre,1,9999
56,2,3,diciembre,1,9999
56,3,10,diciembre,1,9999
56,4,13,diciembre,1,9999
57,3,12,diciembre,1,9999
57,4,9,diciembre,1,9999
58,0,8,diciembre,1,9999
58,1,12,diciembre,1,9999
58,4,15,diciembre,1,9999
59,1,11,diciembre,1,9999
59,3,3,diciembre,1,9999
60,0,15,diciembre,1,9999
60,1,1,diciembre,1,9999
60,4,11,diciembre,1,9999
61,1,7,diciembre,1,9999
61,2,6,diciembre,1,9999
62,0,10,diciembre,1,9999
62,4,5,diciembre,1,9999
63,0,4,diciembre,1,9999
63,1,6,diciembre,1,9999
63,2,15,diciembre,1,9999
64,0,13,diciembre,1,9999
64,1,2,diciembre,1,9999
65,0,15,diciembre,1,9999
65,1,15,diciembre,1,9999
65,3,8,diciembre,1,9999
65,4,1,diciembre,1,9999
66,0,8,diciembre,1,9999
66,1,12,diciembre,1,9999
66,4,7,diciembre,1,9999
67,0,6,diciembre,1,9999
67,2,6,diciembre,1,9999
67,3,13,diciembre,1,9999
67,4,1,diciembre,1,9999
68,0,7,diciembre,1,9999
68,1,10,diciembre,1,9999
68,3,6,diciembre,1,9999
69,1,5,diciembre,1,9999
69,3,13,diciembre,1,9999
70,1,3,diciembre,1,9999
71,0,4,diciembre,1,9999
71,1,9,diciembre,1,9999
71,2,3,diciembre,1,9999
71,4,14,diciembre,1,9999
72,0,4,diciembre,1,9999
72,2,2,diciembre,1,9999
72,4,11,diciembre,1,9999
73,1,7,diciembre,1,9999
73,3,15,diciembre,1,9999
73,4,5,diciembre,1,9999
74,2,11,diciembre,1,9999
74,3,1,diciembre,1,9999
74,4,15,diciembre,1,9999
75,2,9,diciembre,1,9999
75,3,12,diciembre,1,9999
75,4,4,diciembre,1,9999
76,1,3,diciembre,1,9999
76,3,1,diciembre,1,9999
76,4,7,diciembre,1,9999
77,3,8,diciembre,1,9999
77,4,5,diciembre,1,9999
78,3,4,diciembre,1,9999
79,0,8,diciembre,1,9999
79,1,11,diciembre,1,9999
79,2,12,diciembre,1,9999
79,3,3,diciembre,1,9999
79,4,1,diciembre,1,9999
80,0,13,diciembre,1,9999
80,1,3,diciembre,1,9999
80,2,10,diciembre,1,9999
80,3,14,diciembre,1,9999
81,1,1,diciembre,1,9999
81,2,5,diciembre,1,9999
81,3,11,diciembre,1,9999
81,4,15,diciembre,1,9999
82,1,10,diciembre,1,9999
82,2,12,diciembre,1,9999
82,3,12,diciembre,1,9999
83,1,5,diciembre,1,9999
83,3,13,diciembre,1,9999
84,1,11,diciembre,1,9999
85,2,9,diciembre,1,9999
85,4,11,diciembre,1,9999
86,1,7,diciembre,1,9999
87,2,13,diciembre,1,9999
87,3,5,diciembre,1,9999
87,4,13,diciembre,1,9999
88,2,9,diciembre,1,9999
89,0,13,diciembre,1,9999
89,1,12,diciembre,1,9999
89,2,1,diciembre,1,9999
90,4,12,diciembre,1,9999
91,0,15,diciembre,1,9999
91,1,3,diciembre,1,9999
91,2,14,diciembre,1,9999
92,0,6,diciembre,1,9999
93,3,10,diciembre,1,9999
93,4,12,diciembre,1,9999
94,1,6,diciembre,1,9999
94,2,2,diciembre,1,9999
94,3,1,diciembre,1,9999
94,4,7,diciembre,1,9999
95,1,14,diciembre,1,9999
95,4,2,diciembre,1,9999
96,2,5,diciembre,1,9999
96,3,13,diciembre,1,9999
97,1,11,diciembre,1,9999
97,3,13,diciembre,1,9999
98,0,6,diciembre,1,9999
98,1,4,diciembre,1,9999
99,1,4,diciembre,1,9999
99,2,1,diciembre,1,9999
99,4,5,diciembre,1,9999
100,0,4,diciembre,1,9999
100,2,5,diciembre,1,9999
100,4,13,diciembre,1,9999
101,1,7,diciembre,1,9999
101,2,2,diciembre,1,9999
102,0,6,diciembre,1,9999
103,0,15,diciembre,1,9999
103,4,4,diciembre,1,9999
104,1,12,diciembre,1,9999
104,2,4,diciembre,1,9999
104,4,10,diciembre,1,9999
105,0,8,diciembre,1,9999
105,4,14,diciembre,1,9999
106,0,5,diciembre,1,9999
106,3,12,diciembre,1,9999
107,0,7,diciembre,1,9999
108,1,3,diciembre,1,9999
108,3,15,diciembre,1,9999
109,3,15,diciembre,1,9999
109,4,4,diciembre,1,9999
110,2,5,diciembre,1,9999
110,4,14,diciembre,1,9999
111,2,13,diciembre,1,9999
111,3,1,diciembre,1,9999
111,4,4,diciembre,1,9999
112,0,8,diciembre,1,9999
112,1,3,diciembre,1,9999
112,3,6,diciembre,1,9999
113,3,9,diciembre,1,9999
113,4,10,diciembre,1,9999
114,1,10,diciembre,1,9999
114,2,6,diciembre,1,9999
114,4,10,diciembre,1,9999
115,0,5,diciembre,1,9999
115,3,7,diciembre,1,9999
115,4,13,diciembre,1,9999
116,2,2,diciembre,1,9999
117,0,7,diciembre,1,9999
117,1,9,diciembre,1,9999
117,2,9,diciembre,1,9999
117,3,13,diciembre,1,9999
117,4,3,diciembre,1,9999
118,2,2,diciembre,1,9999
118,3,4,diciembre,1,9999
119,0,7,diciembre,1,9999
119,3,1,diciembre,1,9999
120,1,6,diciembre,1,9999
120,2,15,diciembre,1,9999
120,3,4,diciembre,1,9999
120,4,1,diciembre,1,9999
121,0,8,diciembre,1,9999
121,1,12,diciembre,1,9999
121,3,2,diciembre,1,9999
121,4,6,diciembre,1,9999
122,4,10,diciembre,1,9999
123,4,5,diciembre,1,9999
124,1,11,diciembre,1,9999
124,4,14,diciembre,1,9999
125,2,1,diciembre,1,9999
126,0,4,diciembre,1,9999
126,3,14,diciembre,1,9999
127,0,5,diciembre,1,9999
127,1,4,diciembre,1,9999
127,2,11,diciembre,1,9999
127,3,1,diciembre,1,9999
128,1,1,diciembre,1,9999
128,2,1,diciembre,1,9999
128,3,13,diciembre,1,9999
128,4,8,diciembre,1,9999
129,0,4,diciembre,1,9999
130,1,15,diciembre,1,9999
130,3,9,diciembre,1,9999
131,0,8,diciembre,1,9999
131,3,12,diciembre,1,9999
132,1,6,diciembre,1,9999
133,0,4,diciembre,1,9999
133,4,3,diciembre,1,9999
134,1,15,diciembre,1,9999
134,4,14,diciembre,1,9999
135,0,9,diciembre,1,9999
135,3,8,diciembre,1,9999
135,4,11,diciembre,1,9999
136,1,12,diciembre,1,9999
136,3,1,diciembre,1,9999
137,0,6,diciembre,1,9999
137,1,6,diciembre,1,9999
138,1,14,diciembre,1,9999
138,4,3,diciembre,1,9999
139,0,6,diciembre,1,9999
139,1,6,diciembre,1,9999
139,3,14,diciembre,1,9999
139,4,1,diciembre,1,9999
140,0,8,diciembre,1,9999
140,3,14,diciembre,1,9999
141,0,2,diciembre,1,9999
141,3,8,diciembre,1,9999
142,0,7,diciembre,1,9999
142,3,6,diciembre,1,9999
143,0,2,diciembre,1,9999
143,1,15,diciembre,1,9999
144,1,9,diciembre,1,9999
144,4,13,diciembre,1,9999
145,1,12,diciembre,1,9999
146,3,1,diciembre,1,9999
147,3,14,diciembre,1,9999
147,4,14,diciembre,1,9999
148,1,2,diciembre,1,9999
148,3,11,diciembre,1,9999
149,1,8,diciembre,1,9999
149,3,9,diciembre,1,9999
149,4,1,diciembre,1,9999
150,1,6,diciembre,1,9999
150,3,10,diciembre,1,9999
151,3,15,diciembre,1,9999
151,4,5,diciembre,1,9999
152,1,13,diciembre,1,9999
152,4,9,diciembre,1,9999
153,3,3,diciembre,1,9999
154,4,8,diciembre,1,9999
155,4,9,diciembre,1,9999
156,3,8,diciembre,1,9999
157,3,10,diciembre,1,9999
157,4,9,diciembre,1,9999
158,1,5,diciembre,1,9999
158,3,2,diciembre,1,9999
158,4,13,diciembre,1,9999
159,1,4,diciembre,1,9999
159,3,14,diciembre,1,9999
160,1,9,diciembre,1,9999
160,4,4,diciembre,1,9999
161,1,15,diciembre,1,9999
162,1,10,diciembre,1,9999
162,3,5,diciembre,1,9999
163,1,4,diciembre,1,9999
163,3,5,diciembre,1,9999
164,4,11,diciembre,1,9999
165,1,7,diciembre,1,9999
165,4,14,diciembre,1,9999
166,3,12,diciembre,1,9999
167,1,11,diciembre,1,9999
167,3,4,diciembre,1,9999
168,1,12,diciembre,1,9999
168,4,11,diciembre,1,9999
169,1,2,diciembre,1,9999
169,4,15,diciembre,1,9999
170,3,1,diciembre,1,9999
171,4,2,diciembre,1,9999
172,1,7,diciembre,1,9999
173,4,5,diciembre,1,9999
174,1,9,diciembre,1,9999
174,3,4,diciembre,1,9999
175,4,7,diciembre,1,9999
176,1,3,diciembre,1,9999
176,4,11,diciembre,1,9999
177,3,13,diciembre,1,9999
178,1,4,diciembre,1,9999
178,3,14,diciembre,1,9999
179,3,2,diciembre,1,9999
179,4,6,diciembre,1,9999
180,1,4,diciembre,1,9999
180,3,13,diciembre,1,9999
181,1,14,diciembre,1,9999
181,3,15,diciembre,1,9999
182,4,15,diciembre,1,9999
183,1,14,diciembre,1,9999
183,4,11,diciembre,1,9999
184,1,13,diciembre,1,9999
184,3,10,diciembre,1,9999
184,4,5,diciembre,1,9999
185,3,9,diciembre,1,9999
186,1,13,diciembre,1,9999
186,3,6,diciembre,1,9999
187,4,7,diciembre,1,9999
188,4,8,diciembre,1,9999
189,3,5,diciembre,1,9999
190,3,4,diciembre,1,9999
191,1,11,diciembre,1,9999
191,4,5,diciembre,1,9999
192,4,12,diciembre,1,9999
193,1,5,diciembre,1,9999
194,1,13,diciembre,1,9999
194,3,4,diciembre,1,9999
195,1,7,diciembre,1,9999
195,4,6,diciembre,1,9999
196,3,1,diciembre,1,9999
196,4,10,diciembre,1,9999
197,1,8,diciembre,1,9999
197,4,1,diciembre,1,9999
198,4,9,diciembre,1,9999
199,1,2,diciembre,1,9999
199,3,2,diciembre,1,9999
200,4,7,diciembre,1,9999
201,4,14,diciembre,1,9999
202,3,10,diciembre,1,9999
202,4,14,diciembre,1,9999
203,1,14,diciembre,1,9999
203,4,12,diciembre,1,9999
204,3,4,diciembre,1,9999
204,4,8,diciembre,1,9999
205,1,3,diciembre,1,9999
205,4,11,diciembre,1,9999
206,3,5,diciembre,1,9999
207,1,4,diciembre,1,9999
207,3,6,diciembre,1,9999
207,4,13,diciembre,1,9999
208,3,12,diciembre,1,9999
209,1,5,diciembre,1,9999
209,4,15,diciembre,1,9999
210,1,13,diciembre,1,9999
211,3,13,diciembre,1,9999
212,3,1,diciembre,1,9999
213,3,4,diciembre,1,9999
213,4,10,diciembre,1,9999
214,3,4,diciembre,1,9999
215,3,5,diciembre,1,9999
215,4,1,diciembre,1,9999
216,3,9,diciembre,1,9999
217,1,15,diciembre,1,9999
217,3,11,diciembre,1,9999
217,4,12,diciembre,1,9999
218,3,11,diciembre,1,9999
218,4,2,diciembre,1,9999
219,1,11,diciembre,1,9999
219,3,7,diciembre,1,9999
219,4,1,diciembre,1,9999
220,3,12,diciembre,1,9999
220,4,11,diciembre,1,9999
221,1,9,diciembre,1,9999
221,4,4,diciembre,1,9999
222,3,1,diciembre,1,9999
222,4,5,diciembre,1,9999
223,1,7,diciembre,1,9999
223,3,13,diciembre,1,9999
224,1,10,diciembre,1,9999
225,1,3,diciembre,1,9999
225,3,5,diciembre,1,9999
225,4,7,diciembre,1,9999
226,1,6,diciembre,1,9999
226,3,2,diciembre,1,9999
227,1,2,diciembre,1,9999
227,4,14,diciembre,1,9999
228,1,11,diciembre,1,9999
228,4,2,diciembre,1,9999
229,3,3,diciembre,1,9999
229,4,4,diciembre,1,9999
230,4,1,diciembre,1,9999
231,1,1,diciembre,1,9999
231,4,3,diciembre,1,9999
232,1,8,diciembre,1,9999
232,3,8,diciembre,1,9999
232,4,14,diciembre,1,9999
233,1,14,diciembre,1,9999
233,4,15,diciembre,1,9999
234,3,1,diciembre,1,9999
235,3,15,diciembre,1,9999
235,4,8,diciembre,1,9999
236,1,12,diciembre,1,9999
236,3,10,diciembre,1,9999
237,1,9,diciembre,1,9999
237,4,10,diciembre,1,9999
238,1,13,diciembre,1,9999
238,3,6,diciembre,1,9999
238,4,13,diciembre,1,9999
239,1,13,diciembre,1,9999
239,3,11,diciembre,1,9999
240,3,7,diciembre,1,9999
240,4,12,diciembre,1,9999
241,4,12,diciembre,1,9999
242,4,8,diciembre,1,9999
243,1,3,diciembre,1,9999
244,3,1,diciembre,1,9999
244,4,10,diciembre,1,9999
245,1,15,diciembre,1,9999
245,3,12,diciembre,1,9999
246,1,13,diciembre,1,9999
246,4,10,diciembre,1,9999
247,1,12,diciembre,1,9999
247,4,2,diciembre,1,9999
248,1,3,diciembre,1,9999
248,3,15,diciembre,1,9999
249,4,5,diciembre,1,9999
250,1,1,diciembre,1,9999
250,3,3,diciembre,1,9999
251,3,12,diciembre,1,9999
252,1,2,diciembre,1,9999
252,3,8,diciembre,1,9999
253,1,15,diciembre,1,9999
253,3,5,diciembre,1,9999
254,1,2,diciembre,1,9999
255,1,3,diciembre,1,9999
255,3,10,diciembre,1,9999
255,4,9,diciembre,1,9999
256,4,8,diciembre,1,9999
257,3,6,diciembre,1,9999
258,1,13,diciembre,1,9999
258,4,12,diciembre,1,9999
259,1,5,diciembre,1,9999
259,3,6,diciembre,1,9999
259,4,4,diciembre,1,9999
260,1,7,diciembre,1,9999
260,3,7,diciembre,1,9999
261,1,11,diciembre,1,9999
261,3,10,diciembre,1,9999
261,4,2,diciembre,1,9999
262,1,1,diciembre,1,9999
262,3,12,diciembre,1,9999
262,4,15,diciembre,1,9999
263,1,13,diciembre,1,9999
263,3,9,diciembre,1,9999
263,4,11,diciembre,1,9999
264,4,3,diciembre,1,9999
265,1,9,diciembre,1,9999
265,4,8,diciembre,1,9999
266,4,9,diciembre,1,9999
267,1,2,diciembre,1,9999
267,4,9,diciembre,1,9999
268,3,9,diciembre,1,9999
268,4,15,diciembre,1,9999
269,1,8,diciembre,1,9999
269,4,2,diciembre,1,9999
270,1,1,diciembre,1,9999
271,1,7,diciembre,1,9999
272,3,1,diciembre,1,9999
273,1,3,diciembre,1,9999
273,3,8,diciembre,1,9999
274,1,9,diciembre,1,9999
274,3,4,diciembre,1,9999
274,4,9,diciembre,1,9999
275,1,5,diciembre,1,9999
275,4,6,diciembre,1,9999
276,3,6,diciembre,1,9999
276,4,9,diciembre,1,9999
277,1,6,diciembre,1,9999
277,3,11,diciembre,1,9999
278,4,1,diciembre,1,9999
279,1,7,diciembre,1,9999
280,1,15,diciembre,1,9999
280,3,2,diciembre,1,9999
280,4,11,diciembre,1,9999
281,1,12,diciembre,1,9999
281,4,12,diciembre,1,9999
282,1,2,diciembre,1,9999
282,4,4,diciembre,1,9999
283,1,13,diciembre,1,9999
284,3,9,diciembre,1,9999
284,4,2,diciembre,1,9999
285,1,9,diciembre,1,9999
286,1,8,diciembre,1,9999
286,3,15,diciembre,1,9999
286,4,10,diciembre,1,9999
287,1,14,diciembre,1,9999
287,3,12,diciembre,1,9999
287,4,1,diciembre,1,9999
288,1,1,diciembre,1,9999
288,3,6,diciembre,1,9999
288,4,14,diciembre,1,9999
289,1,2,diciembre,1,9999
289,3,6,diciembre,1,9999
289,4,13,diciembre,1,9999
290,1,15,diciembre,1,9999
291,4,1,diciembre,1,9999
292,1,8,diciembre,1,9999
293,4,1,diciembre,1,9999
294,1,11,diciembre,1,9999
295,1,10,diciembre,1,9999
296,1,3,diciembre,1,9999
297,1,10,diciembre,1,9999
298,4,9,diciembre,1,9999
299,1,9,diciembre,1,9999
299,4,4,diciembre,1,9999
300,4,10,diciembre,1,9999
301,1,5,diciembre,1,9999
302,4,8,diciembre,1,9999
303,1,1,diciembre,1,9999
304,1,10,diciembre,1,9999
305,1,8,diciembre,1,9999
306,1,9,diciembre,1,9999
307,1,9,diciembre,1,9999
307,4,11,diciembre,1,9999
308,1,3,diciembre,1,9999
308,4,3,diciembre,1,9999
309,1,7,diciembre,1,9999
310,4,1,diciembre,1,9999
311,4,1,diciembre,1,9999
312,1,9,diciembre,1,9999
312,4,12,diciembre,1,9999
313,1,12,diciembre,1,9999
313,4,7,diciembre,1,9999
314,1,5,diciembre,1,9999
315,4,13,diciembre,1,9999
316,1,9,diciembre,1,9999
317,4,14,diciembre,1,9999
318,1,14,diciembre,1,9999
319,1,11,diciembre,1,9999
320,1,10,diciembre,1,9999
320,4,7,diciembre,1,9999
321,1,11,diciembre,1,9999
322,4,1,diciembre,1,9999
323,1,13,diciembre,1,9999
324,1,12,diciembre,1,9999
325,4,1,diciembre,1,9999
326,1,5,diciembre,1,9999
327,4,5,diciembre,1,9999
328,1,3,diciembre,1,9999
328,4,13,diciembre,1,9999
329,1,5,diciembre,1,9999
330,1,3,diciembre,1,9999
330,4,12,diciembre,1,9999
331,4,5,diciembre,1,9999
332,1,5,diciembre,1,9999
333,4,1,diciembre,1,9999
334,4,9,diciembre,1,9999
335,1,2,diciembre,1,9999
336,4,4,diciembre,1,9999
337,4,9,diciembre,1,9999
338,4,15,diciembre,1,9999
339,4,4,diciembre,1,9999
340,1,14,diciembre,1,9999
340,4,14,diciembre,1,9999
341,1,1,diciembre,1,9999
341,4,13,diciembre,1,9999
342,1,8,diciembre,1,9999
342,4,2,diciembre,1,9999
343,1,15,diciembre,1,9999
344,1,12,diciembre,1,9999
345,1,15,diciembre,1,9999
346,4,12,diciembre,1,9999
347,4,15,diciembre,1,9999
348,1,8,diciembre,1,9999
349,1,5,diciembre,1,9999
350,1,9,diciembre,1,9999
350,4,10,diciembre,1,9999
351,1,2,diciembre,1,9999
352,1,6,diciembre,1,9999
352,4,3,diciembre,1,9999
353,1,8,diciembre,1,9999
353,4,2,diciembre,1,9999
354,4,12,diciembre,1,9999
355,1,2,diciembre,1,9999
355,4,10,diciembre,1,9999
356,1,5,diciembre,1,9999
357,4,2,diciembre,1,9999
358,4,12,diciembre,1,9999
359,4,14,diciembre,1,9999
360,1,3,diciembre,1,9999
361,1,3,diciembre,1,9999
362,1,1,diciembre,1,9999
363,4,15,diciembre,1,9999
364,4,2,diciembre,1,9999
365,1,12,diciembre,1,9999
366,4,12,diciembre,1,9999
367,1,11,diciembre,1,9999
367,4,6,diciembre,1,9999
368,1,14,diciembre,1,9999
368,4,12,diciembre,1,9999
369,1,13,diciembre,1,9999
369,4,4,diciembre,1,9999
370,1,9,diciembre,1,9999
370,4,8,diciembre,1,9999
371,1,15,diciembre,1,9999
372,4,3,diciembre,1,9999
373,4,2,diciembre,1,9999
374,1,6,diciembre,1,9999
374,4,3,diciembre,1,9999
375,4,5,diciembre,1,9999
376,4,15,diciembre,1,9999
377,1,1,diciembre,1,9999
377,4,8,diciembre,1,9999
378,1,12,diciembre,1,9999
379,1,4,diciembre,1,9999
379,4,6,diciembre,1,9999
380,1,9,diciembre,1,9999
381,1,6,diciembre,1,9999
381,4,10,diciembre,1,9999
382,1,2,diciembre,1,9999
382,4,12,diciembre,1,9999
383,1,10,diciembre,1,9999
383,4,9,diciembre,1,9999
384,4,5,diciembre,1,9999
385,1,1,diciembre,1,9999
386,1,15,diciembre,1,9999
387,4,6,diciembre,1,9999
388,1,15,diciembre,1,9999
388,4,7,diciembre,1,9999
389,1,1,diciembre,1,9999
390,4,15,diciembre,1,9999
391,1,3,diciembre,1,9999
391,4,13,diciembre,1,9999
392,4,2,diciembre,1,9999
393,1,4,diciembre,1,9999
393,4,7,diciembre,1,9999
394,1,13,diciembre,1,9999
394,4,9,diciembre,1,9999
395,1,7,diciembre,1,9999
395,4,3,diciembre,1,9999
396,1,8,diciembre,1,9999
397,4,1,diciembre,1,9999
398,1,14,diciembre,1,9999
399,1,15,diciembre,1,9999
400,1,4,diciembre,1,9999
400,4,4,diciembre,1,9999
401,1,5,diciembre,1,9999
401,4,9,diciembre,1,9999
402,1,12,diciembre,1,9999
403,4,3,diciembre,1,9999
404,4,8,diciembre,1,9999
405,1,5,diciembre,1,9999
405,4,2,diciembre,1,9999
406,1,13,diciembre,1,9999
406,4,1,diciembre,1,9999
407,4,6,diciembre,1,9999
408,1,8,diciembre,1,9999
409,1,8,diciembre,1,9999
409,4,9,diciembre,1,9999
410,4,11,diciembre,1,9999
411,1,9,diciembre,1,9999
412,1,14,diciembre,1,9999
413,1,9,diciembre,1,9999
413,4,7,diciembre,1,9999
414,4,15,diciembre,1,9999
415,1,5,diciembre,1,9999
415,4,13,diciembre,1,9999
416,1,4,diciembre,1,9999
416,4,10,diciembre,1,9999
417,1,15,diciembre,1,9999
418,1,9,diciembre,1,9999
418,4,13,diciembre,1,9999
419,1,2,diciembre,1,9999
420,4,2,diciembre,1,9999
421,1,2,diciembre,1,9999
422,4,15,diciembre,1,9999
423,4,10,diciembre,1,9999
424,1,3,diciembre,1,9999
425,4,13,diciembre,1,9999
426,4,8,diciembre,1,9999
427,1,12,diciembre,1,9999
428,1,15,diciembre,1,9999
429,4,14,diciembre,1,9999
430,4,9,diciembre,1,9999
431,1,13,diciembre,1,9999
432,1,13,diciembre,1,9999
433,4,12,diciembre,1,9999
434,1,1,diciembre,1,9999
435,4,15,diciembre,1,9999
436,4,7,diciembre,1,9999
437,4,1,diciembre,1,9999
438,4,6,diciembre,1,9999
439,4,11,diciembre,1,9999
440,4,1,diciembre,1,9999
441,4,11,diciembre,1,9999
442,4,10,diciembre,1,9999
443,4,13,diciembre,1,9999
444,4,14,diciembre,1,9999
445,4,6,diciembre,1,9999
446,4,5,diciembre,1,9999
447,4,5,diciembre,1,9999
448,4,1,diciembre,1,9999
449,4,5,diciembre,1,9999
450,4,4,diciembre,1,9999
451,4,12,diciembre,1,9999
452,4,1,diciembre,1,9999
453,4,2,diciembre,1,9999
454,4,4,diciembre,1,9999
455,4,5,diciembre,1,9999
456,4,7,diciembre,1,9999
457,4,1,diciembre,1,9999
458,4,13,diciembre,1,9999
459,4,15,diciembre,1,9999
460,4,4,diciembre,1,9999
461,4,13,diciembre,1,9999
462,4,8,diciembre,1,9999
463,4,6,diciembre,1,9999
464,4,5,diciembre,1,9999
465,4,14,diciembre,1,9999
466,4,8,diciembre,1,9999
467,4,12,diciembre,1,9999
468,4,12,diciembre,1,9999
469,4,5,diciembre,1,9999
470,4,5,diciembre,1,9999
471,4,1,diciembre,1,9999
472,4,6,diciembre,1,9999
473,4,2,diciembre,1,9999
474,4,6,diciembre,1,9999
475,4,12,diciembre,1,9999
476,4,11,diciembre,1,9999
477,4,14,diciembre,1,9999
478,4,15,diciembre,1,9999
479,4,15,diciembre,1,9999
480,4,5,diciembre,1,9999
481,4,5,diciembre,1,9999
482,4,15,diciembre,1,9999
483,4,3,diciembre,1,9999
484,4,3,diciembre,1,9999
485,4,15,diciembre,1,9999
486,4,7,diciembre,1,9999
487,4,6,diciembre,1,9999
488,4,9,diciembre,1,9999
489,4,13,diciembre,1,9999
490,4,10,diciembre,1,9999
491,4,7,diciembre,1,9999
492,4,14,diciembre,1,9999
493,4,5,diciembre,1,9999
494,4,9,diciembre,1,9999
495,4,5,diciembre,1,9999
496,4,4,diciembre,1,9999
497,4,11,diciembre,1,9999
498,4,2,diciembre,1,9999
499,4,3,diciembre,1,9999
500,4,4,diciembre,1,9999
501,4,3,diciembre,1,9999
502,4,4,diciembre,1,9999
503,4,6,diciembre,1,9999
504,4,15,diciembre,1,9999
505,4,15,diciembre,1,9999
506,4,8,diciembre,1,9999
507,4,14,diciembre,1,9999
508,4,9,diciembre,1,9999
509,4,5,diciembre,1,9999
510,4,7,diciembre,1,9999
511,4,7,diciembre,1,9999
512,4,12,diciembre,1,9999
513,4,6,diciembre,1,9999
514,4,7,diciembre,1,9999
515,4,10,diciembre,1,9999
516,4,2,diciembre,1,9999
517,4,13,diciembre,1,9999
518,4,15,diciembre,1,9999
519,4,10,diciembre,1,9999
520,4,4,diciembre,1,9999
521,4,5,diciembre,1,9999
522,4,5,diciembre,1,9999
523,4,13,diciembre,1,9999
524,4,9,diciembre,1,9999
525,4,4,diciembre,1,9999
526,4,15,diciembre,1,9999
527,4,13,diciembre,1,9999
528,4,5,diciembre,1,9999
529,4,3,diciembre,1,9999
530,4,14,diciembre,1,9999
531,4,15,diciembre,1,9999
532,4,2,diciembre,1,9999
533,4,14,diciembre,1,9999
534,4,13,diciembre,1,9999
535,4,14,diciembre,1,9999
536,4,12,diciembre,1,9999
537,4,2,diciembre,1,9999
538,4,4,diciembre,1,9999
539,4,8,diciembre,1,9999
540,4,10,diciembre,1,9999
541,4,6,diciembre,1,9999
542,4,6,diciembre,1,9999
543,4,15,diciembre,1,9999
544,4,4,diciembre,1,9999
545,4,14,diciembre,1,9999
546,4,15,diciembre,1,9999
547,4,1,diciembre,1,9999
548,4,6,diciembre,1,9999
549,4,3,diciembre,1,9999
550,4,3,diciembre,1,9999
